generation_id,candidate_id,candidate_tag,receiver_height,r_min,packing,inner_bias,azimuth_multiplier,beta_deg,bubble_radius,delta,flat_receiver_radius,flat_receiver_tilt,min_tower_clearance,num_heliostats,radial_multiplier,split_threshold,fitnessValue
000,0149,HASL_000_0149,47.959859,26.732524,0.609315,0.802507,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.441173
000,0148,HASL_000_0148,62.662853,28.618533,0.576298,0.947408,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.388972
000,0147,HASL_000_0147,69.208500,25.254785,0.467359,0.015663,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.356924
000,0146,HASL_000_0146,52.385523,29.677251,0.510979,0.617384,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.429950
000,0145,HASL_000_0145,60.866003,26.838406,0.627572,0.065098,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.396860
000,0144,HASL_000_0144,38.318610,26.782308,0.493382,0.359056,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.461871
000,0143,HASL_000_0143,68.989046,10.456855,0.610929,0.026796,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.344575
000,0142,HASL_000_0142,44.064894,19.311111,0.643310,0.182466,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.421051
000,0141,HASL_000_0141,44.208482,18.946036,0.545727,0.590678,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.420702
000,0140,HASL_000_0140,64.705070,17.917451,0.851227,0.402361,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.366827
000,0139,HASL_000_0139,63.073351,13.814523,0.675018,0.184451,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.374082
000,0138,HASL_000_0138,59.198049,22.184383,0.574235,0.648936,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.395094
000,0137,HASL_000_0137,43.848010,18.633584,0.506317,0.412435,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.421861
000,0136,HASL_000_0136,67.645725,19.596124,0.517573,0.380699,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.356274
000,0135,HASL_000_0135,38.800423,17.381482,0.700018,0.033193,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.429549
000,0134,HASL_000_0134,69.677499,13.038624,0.895492,0.702194,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.347489
